id,num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
KCGdZJP_8,47,623,670,0.0754
KCGdZJP_17,45,174,219,0.2586
KCGdZJP_33,34,275,309,0.1236
AbSXb4o_0,14,105,119,0.1333
owWigeY_0,8,404,412,0.0198
1sYwDVr_0,2,30,32,0.0667
o7J92ZB_0,451,618,1069,0.7298
WZeTqsx_0,29,99,128,0.2929
IisVeFy_0,1234,656,1890,1.8811
IisVeFy_2,143,146,289,0.9795
TziokoK_0,75,81,156,0.9259
TziokoK_8,53,647,700,0.0819
UFmlCTh_0,2,13,15,0.1538
lgEW3ve_0,149,168,317,0.8869
xmbbsiP_0,21,106,127,0.1981
7oBAbzy_0,24,357,381,0.0672
LxmmJ89_0,23,372,395,0.0618
ZqrvVrR_0,51,277,328,0.1841
jJYmJTD_0,16,91,107,0.1758
K0Sekno_0,44,254,298,0.1732
SyboCvP_0,1818,441,2259,4.1224
SyboCvP_2,2435,25,2460,97.4
SyboCvP_4,2868,422,3290,6.7962
SyboCvP_5,33,422,455,0.0782
ljRnksZ_0,9,20,29,0.45
xP1sLDq_0,34,17,51,2.0
xP1sLDq_19,17,199,216,0.0854
xP1sLDq_35,38,154,192,0.2468
xP1sLDq_49,14,235,249,0.0596
xP1sLDq_65,16,193,209,0.0829
nuQFrJb_0,9,319,328,0.0282
9ue6qMi_0,5,51,56,0.098
7Vv0GWu_0,24,53,77,0.4528
wc3PvSB_0,100,379,479,0.2639
wc3PvSB_7,70,759,829,0.0922
wc3PvSB_13,74,496,570,0.1492
1Bn0QEg_0,11,112,123,0.0982
9S3K2Im_0,13,171,184,0.076
HDht734_0,393,501,894,0.7844
AW8QKZO_0,389,342,731,1.1374
6gWjz65_0,37,132,169,0.2803
RuZZ6Uq_0,11,101,112,0.1089
ucYcRzo_0,478,132,610,3.6212
ucYcRzo_10,16,368,384,0.0435
ucYcRzo_17,9,396,405,0.0227
ucYcRzo_29,18,457,475,0.0394
ucYcRzo_39,54,480,534,0.1125
ucYcRzo_47,23,812,835,0.0283
ucYcRzo_53,17,384,401,0.0443
ucYcRzo_65,24,399,423,0.0602
ucYcRzo_75,14,378,392,0.037
ucYcRzo_83,9,475,484,0.0189
ucYcRzo_93,33,483,516,0.0683
ucYcRzo_99,18,747,765,0.0241
ucYcRzo_111,28,538,566,0.052
ucYcRzo_119,30,435,465,0.069
ucYcRzo_125,17,557,574,0.0305
ucYcRzo_135,24,526,550,0.0456
ucYcRzo_140,695,221,916,3.1448
wv6EC1e_0,24,145,169,0.1655
ugZIm1b_0,8,766,774,0.0104
40OAbKD_0,4,53,57,0.0755
6nK8Ls4_0,7,231,238,0.0303
zKXQHI6_0,1183,200,1383,5.915
zKXQHI6_4,373,303,676,1.231
QUqynZ9_0,136,159,295,0.8553
8NJalqY_0,139,38,177,3.6579
QDpzncM_0,301,494,795,0.6093
pNUCrJa_0,103,292,395,0.3527
pNUCrJa_12,57,370,427,0.1541
rimhtuf_0,28,572,600,0.049
kqctlLV_0,8,176,184,0.0455
LdoPHZ8_0,40,45,85,0.8889
WRWOWFP_0,16,345,361,0.0464
WRWOWFP_21,10,426,436,0.0235
SHHrhIb_0,16,241,257,0.0664
nK7r2Pq_0,10,360,370,0.0278
xQp5kmv_0,9,218,227,0.0413
HiJgGk2_0,47,143,190,0.3287
agLthj5_0,26,89,115,0.2921
KBe10PZ_0,1905,722,2627,2.6385
KBe10PZ_1,11,722,733,0.0152
sRdO7l4_0,7,45,52,0.1556
sRdO7l4_2,27466,67,27533,409.9403
sRdO7l4_3,10,67,77,0.1493
Q1cAxoQ_0,7,123,130,0.0569
1wmFgOq_0,164,246,410,0.6667
6XWBh3I_0,6,85,91,0.0706
6XWBh3I_17,17,341,358,0.0499
VPT6xsr_0,120,25,145,4.8
VPT6xsr_12,121,243,364,0.4979
VPT6xsr_29,32,455,487,0.0703
VPT6xsr_39,65,424,489,0.1533
VPT6xsr_47,23,339,362,0.0678
VPT6xsr_50,2008,295,2303,6.8068
VPT6xsr_51,57,295,352,0.1932
g8NpfT4_0,34,367,401,0.0926
RluhWUj_0,9,117,126,0.0769
7QYQvM9_0,12,458,470,0.0262
Ixh1Px9_0,842,943,1785,0.8929
Ixh1Px9_1,2,943,945,0.0021
Ixh1Px9_5,2,845,847,0.0024
Ixh1Px9_9,2,808,810,0.0025
Ixh1Px9_14,4132,377,4509,10.9602
Ixh1Px9_15,2,377,379,0.0053
Ixh1Px9_18,4148,60,4208,69.1333
Ixh1Px9_19,43,60,103,0.7167
Ixh1Px9_22,4160,22,4182,189.0909
Ixh1Px9_23,67,22,89,3.0455
Ixh1Px9_30,186,256,442,0.7266
cxisGkF_0,2,9,11,0.2222
yGrKHYI_0,18,298,316,0.0604
G3xmKYF_0,18,282,300,0.0638
2SKDIbJ_0,9,39,48,0.2308
gBPPmBQ_0,61,340,401,0.1794
LYwqM6f_0,13,108,121,0.1204
GEj7ou2_0,51,57,108,0.8947
jIpJbmY_0,23,19,42,1.2105
jIpJbmY_11,10,554,564,0.0181
jIpJbmY_23,40,498,538,0.0803
jIpJbmY_31,7,616,623,0.0114
jIpJbmY_39,33,829,862,0.0398
jIpJbmY_46,39,754,793,0.0517
jIpJbmY_55,6,531,537,0.0113
jIpJbmY_61,5,615,620,0.0081
ZLleSoN_0,15,460,475,0.0326
u32rui1_0,17,389,406,0.0437
qg9T7k8_0,8,263,271,0.0304
qg9T7k8_9,10,437,447,0.0229
UD3u2ed_0,53,244,297,0.2172
6tPOndW_0,8,101,109,0.0792
VPcRMEV_0,14,172,186,0.0814
n2poIAm_0,77,643,720,0.1198
n2poIAm_3,75,725,800,0.1034
n2poIAm_6,1153,868,2021,1.3283
n2poIAm_8,1172,929,2101,1.2616
n2poIAm_10,1547,927,2474,1.6688
n2poIAm_12,1224,957,2181,1.279
n2poIAm_13,2,957,959,0.0021
n2poIAm_16,1209,853,2062,1.4174
n2poIAm_18,1186,876,2062,1.3539
n2poIAm_20,1142,727,1869,1.5708
n2poIAm_22,1094,739,1833,1.4804
n2poIAm_24,2706,942,3648,2.8726
n2poIAm_25,1151,942,2093,1.2219
n2poIAm_27,15,949,964,0.0158
vESiAbc_0,2,9,11,0.2222
ICQ3gSu_0,25,275,300,0.0909
N6xvIAW_0,559,177,736,3.1582
8kRLToy_0,256,560,816,0.4571
j8G7aM4_0,22,96,118,0.2292
j8G7aM4_17,36,246,282,0.1463
sDOROTy_0,85,563,648,0.151
YHcivzp_0,15,304,319,0.0493
l7F6ehq_0,16,97,113,0.1649
NVIP5Au_0,79,768,847,0.1029
uRxF4T1_0,22,198,220,0.1111
dFc75j0_0,16,25,41,0.64
qUpOQ4h_0,9,335,344,0.0269
qUpOQ4h_15,12,343,355,0.035
qUpOQ4h_31,43,203,246,0.2118
ZXLnv0l_0,2,42,44,0.0476
X3THxPM_0,63,363,426,0.1736
SJAAfSM_0,21,329,350,0.0638
ulR8Qhm_0,166,297,463,0.5589
ulR8Qhm_9,23,508,531,0.0453
EAmIORB_0,852,134,986,6.3582
EAmIORB_6,324,211,535,1.5355
EAmIORB_13,14,568,582,0.0246
HSSxnGT_0,94,23,117,4.087
Fyc1hV6_0,413,439,852,0.9408
28cc1lf_0,31,38,69,0.8158
28cc1lf_14,104,159,263,0.6541
9Ea9xlq_0,1183,530,1713,2.2321
W7ZQvpb_0,18,184,202,0.0978
W7ZQvpb_9,3,633,636,0.0047
KeAP1cb_0,7,138,145,0.0507
mTagYVy_0,10,315,325,0.0317
5Jd6mL1_0,14,214,228,0.0654
hurlSzc_0,37,342,379,0.1082
AqRgKrg_0,3,246,249,0.0122
AqRgKrg_13,2,389,391,0.0051
C3ePtjr_0,18,55,73,0.3273
yrC8jJZ_0,8,240,248,0.0333
XhRv15i_0,177,219,396,0.8082
Ndpvyjs_0,16,460,476,0.0348
DV17w90_0,23,258,281,0.0891
FmOZgcn_0,16,362,378,0.0442
FmOZgcn_11,10,754,764,0.0133
FmOZgcn_15,15,547,562,0.0274
FmOZgcn_23,16,198,214,0.0808
UnxRj68_0,19,359,378,0.0529
aWfmNpW_0,10,225,235,0.0444
iLyW47h_0,157,370,527,0.4243
0hB2Wpy_0,252,588,840,0.4286
6eFgVhx_0,182,158,340,1.1519
6eFgVhx_8,300,319,619,0.9404
1sIQdQ1_0,103,212,315,0.4858
ShRYE8m_0,123,30,153,4.1
Dk3DAhI_0,12,358,370,0.0335
Dk3DAhI_5,36,653,689,0.0551
Dk3DAhI_11,26,536,562,0.0485
Dk3DAhI_17,11,121,132,0.0909
49BCRf8_0,12,244,256,0.0492
RT2hOPk_0,339,805,1144,0.4211
jrlYAIK_0,163,339,502,0.4808
1tRgGYv_0,18,168,186,0.1071
Tlmc0tG_0,5,210,215,0.0238
8IYFaaI_0,44,348,392,0.1264
yTCELdp_0,8,400,408,0.02
et9bXCw_0,55,94,149,0.5851
HlF8VAI_0,8,181,189,0.0442
Pxmv5QM_0,593,315,908,1.8825
YId9B8p_0,23,143,166,0.1608
X7woaX8_0,101,677,778,0.1492
X7woaX8_7,41,672,713,0.061
Ll5VmvG_0,77,665,742,0.1158
EXWFcjh_0,15,409,424,0.0367
EXWFcjh_9,29,388,417,0.0747
EXWFcjh_17,24,528,552,0.0455
EJuCBkG_0,24,465,489,0.0516
EJuCBkG_7,26,518,544,0.0502
XcddVxq_0,35,275,310,0.1273
5ZExkeY_0,42,405,447,0.1037
bnbXoE5_0,7,239,246,0.0293
9aNo9OB_0,4,5,9,0.8
aLRHxEY_0,25,313,338,0.0799
aLRHxEY_12,4,242,246,0.0165
vcxFFcO_0,92,36,128,2.5556
jyHBcl1_0,17,344,361,0.0494
AvyyUmU_0,82,20,102,4.1
KrRrLn0_0,21,24,45,0.875
KrRrLn0_19,23,314,337,0.0732
KrRrLn0_27,22,747,769,0.0295
KrRrLn0_34,300,628,928,0.4777
KrRrLn0_43,29,189,218,0.1534
rQoxMNq_0,273,560,833,0.4875
Q28iS3a_0,75,651,726,0.1152
8P7JYsK_0,383,419,802,0.9141
7oHSzTk_0,3,72,75,0.0417
hbslvUT_0,385,322,707,1.1957
zWDo53i_0,9,578,587,0.0156
zWDo53i_7,46,418,464,0.11
zWDo53i_15,17,378,395,0.045
EzTfo4o_0,10,444,454,0.0225
EzTfo4o_9,14,675,689,0.0207
EzTfo4o_15,23,626,649,0.0367
EzTfo4o_21,9,776,785,0.0116
Vm22XsL_0,85,264,349,0.322
8seugnZ_0,32,224,256,0.1429
8seugnZ_14,19,235,254,0.0809
XU8NehV_0,11,34,45,0.3235
XU8NehV_8,90,322,412,0.2795
zwBqFWx_0,111,198,309,0.5606
fW1vIqY_0,1055,29,1084,36.3793
cSKwDy6_0,35,363,398,0.0964
SxjQfSE_0,28,168,196,0.1667
jSdzUNi_0,99,29,128,3.4138
jSdzUNi_13,18,288,306,0.0625
jVWabGE_0,16,350,366,0.0457
oYuT8Hk_0,355,70,425,5.0714
oYuT8Hk_7,245,377,622,0.6499
oYuT8Hk_12,118,45,163,2.6222
oYuT8Hk_18,763,904,1667,0.844
xPEH76F_0,14,80,94,0.175
xPEH76F_15,10,305,315,0.0328
ECni3Ga_0,3,9,12,0.3333
ECni3Ga_11,40,327,367,0.1223
ECni3Ga_23,26,221,247,0.1176
yerbusu_0,2770,638,3408,4.3417
yerbusu_1,2,638,640,0.0031
CvGoBnw_0,305,155,460,1.9677
rj7peMa_0,19,306,325,0.0621
50bHS4e_0,9,22,31,0.4091
4o8v6jQ_0,234,8,242,29.25
D6QZq8B_0,16,116,132,0.1379
iGRNaN2_0,15,361,376,0.0416
0binsQP_0,7,30,37,0.2333
5nINNyc_0,28,327,355,0.0856
5nINNyc_11,34,457,491,0.0744
5nINNyc_17,39,929,968,0.042
5nINNyc_21,358,536,894,0.6679
5nINNyc_27,11,501,512,0.022
5nINNyc_39,24,273,297,0.0879
jViuNAH_0,13,77,90,0.1688
jViuNAH_21,7,348,355,0.0201
jViuNAH_29,14,570,584,0.0246
b1E2plQ_0,18,19,37,0.9474
TCjRjn0_0,15,40,55,0.375
FxXZ0B8_0,25,277,302,0.0903
PCdT12x_0,5,2,7,2.5
A5Oetql_0,191,167,358,1.1437
RAjPSKi_0,25,178,203,0.1404
EVQIw3E_0,7,628,635,0.0111
EHcOZTe_0,2,9,11,0.2222
LKK3Ota_0,351,795,1146,0.4415
LKK3Ota_7,2,371,373,0.0054
R5zEfbI_0,556,191,747,2.911
R5zEfbI_5,28,524,552,0.0534
R5zEfbI_10,588,667,1255,0.8816
R5zEfbI_15,38,711,749,0.0534
R5zEfbI_23,61,703,764,0.0868
R5zEfbI_26,1095,724,1819,1.5124
R5zEfbI_29,8,684,692,0.0117
R5zEfbI_36,866,727,1593,1.1912
R5zEfbI_41,982,357,1339,2.7507
R5zEfbI_45,6,432,438,0.0139
R5zEfbI_53,5,723,728,0.0069
R5zEfbI_58,927,721,1648,1.2857
R5zEfbI_62,594,133,727,4.4662
mk1k1dZ_0,551,842,1393,0.6544
RZvLMCg_0,19,330,349,0.0576
VOlMJ11_0,42,246,288,0.1707
R6mNUD0_0,98,452,550,0.2168
vL2qENm_0,258,11,269,23.4545
jeWiJBE_0,28,401,429,0.0698
Z9lOiB2_0,27,174,201,0.1552
1IIU5Zx_0,370,345,715,1.0725
72kPQPm_0,41,77,118,0.5325
72kPQPm_11,188,352,540,0.5341
FoWpqQo_0,18,123,141,0.1463
FoWpqQo_15,7,371,378,0.0189
3fnoB8o_0,1321,635,1956,2.0803
4Jjjy3b_0,126,437,563,0.2883
yqcbz5U_0,14,237,251,0.0591
Yg6F7EG_0,4,44,48,0.0909
vzDHTHR_0,17,56,73,0.3036
oEcnLY0_0,21,471,492,0.0446
AqljM0C_0,150,61,211,2.459
ZMSQ190_0,182,652,834,0.2791
uPAlORy_0,2,28,30,0.0714
KUDUBB5_0,220,292,512,0.7534
uOUgc50_0,11,128,139,0.0859
uOUgc50_9,4,426,430,0.0094
pNx13Dl_0,23,598,621,0.0385
pNx13Dl_7,53,674,727,0.0786
pNx13Dl_11,16,904,920,0.0177
pNx13Dl_15,18,882,900,0.0204
pNx13Dl_19,13,680,693,0.0191
GahF6lS_0,20,64,84,0.3125
GzKgLm6_0,36,95,131,0.3789
psfVKX3_0,5,233,238,0.0215
xbnmaHV_0,36,394,430,0.0914
A3Xb4OY_0,8,210,218,0.0381
4jqMj1G_0,18,145,163,0.1241
ikXPrLF_0,13,214,227,0.0607
DW46Avg_0,14,87,101,0.1609
GIhnzKI_0,133,128,261,1.0391
99PgYyD_0,9,366,375,0.0246
99PgYyD_9,15,174,189,0.0862
MfsGb5O_0,9,397,406,0.0227
Tj9pADN_0,43,102,145,0.4216
bwOmMco_0,161,551,712,0.2922
bwOmMco_9,16,470,486,0.034
lQIR0I0_0,19,172,191,0.1105
0m7LWap_0,16,14,30,1.1429
ggWPw7C_0,63,208,271,0.3029
ggWPw7C_13,11,267,278,0.0412
ggWPw7C_27,72,163,235,0.4417
jigtoWA_0,30,215,245,0.1395
IUnZAFp_0,102,381,483,0.2677
IUnZAFp_9,3,618,621,0.0049
IUnZAFp_17,3,313,316,0.0096
IUnZAFp_25,3,331,334,0.0091
IUnZAFp_33,3,416,419,0.0072
IUnZAFp_43,3,199,202,0.0151
IUnZAFp_53,3,672,675,0.0045
IUnZAFp_61,43,770,813,0.0558
IUnZAFp_67,45,364,409,0.1236
IUnZAFp_71,6,932,938,0.0064
IUnZAFp_75,3,928,931,0.0032
IUnZAFp_79,3,914,917,0.0033
IUnZAFp_83,43,770,813,0.0558
IUnZAFp_87,3,617,620,0.0049
IUnZAFp_91,3,847,850,0.0035
IUnZAFp_95,3,883,886,0.0034
IUnZAFp_99,37,767,804,0.0482
IUnZAFp_103,3,894,897,0.0034
IUnZAFp_107,6,899,905,0.0067
IUnZAFp_111,3,800,803,0.0037
IUnZAFp_115,3,764,767,0.0039
IUnZAFp_119,3,720,723,0.0042
IUnZAFp_123,46,541,587,0.085
IUnZAFp_131,3,569,572,0.0053
IUnZAFp_137,3,965,968,0.0031
IUnZAFp_143,3,479,482,0.0063
IUnZAFp_152,3,911,914,0.0033
IUnZAFp_158,3,997,1000,0.003
IUnZAFp_164,3,1035,1038,0.0029
IUnZAFp_170,3,585,588,0.0051
IUnZAFp_176,3,891,894,0.0034
IUnZAFp_182,3,668,671,0.0045
IUnZAFp_188,3,902,905,0.0033
IUnZAFp_194,3,759,762,0.004
IUnZAFp_205,55,705,760,0.078
IUnZAFp_212,77,653,730,0.1179
IUnZAFp_218,67,551,618,0.1216
IUnZAFp_224,3,1033,1036,0.0029
IUnZAFp_230,3,907,910,0.0033
IUnZAFp_236,3,650,653,0.0046
IUnZAFp_242,3,978,981,0.0031
IUnZAFp_248,6,893,899,0.0067
IUnZAFp_257,6,799,805,0.0075
IUnZAFp_264,3,273,276,0.011
IUnZAFp_282,3,276,279,0.0109
IUnZAFp_295,3,712,715,0.0042
IUnZAFp_301,3,912,915,0.0033
IUnZAFp_307,3,590,593,0.0051
IUnZAFp_313,3,933,936,0.0032
IUnZAFp_319,6,533,539,0.0113
IUnZAFp_328,3,931,934,0.0032
IUnZAFp_337,63,699,762,0.0901
IUnZAFp_343,3,839,842,0.0036
IUnZAFp_349,3,996,999,0.003
IUnZAFp_355,3,352,355,0.0085
IUnZAFp_364,3,937,940,0.0032
IUnZAFp_370,3,428,431,0.007
IUnZAFp_376,26,1000,1026,0.026
xGi95Jo_0,11,66,77,0.1667
CtYTOLK_0,27,82,109,0.3293
zZazYIf_0,7,377,384,0.0186
o0y3Fm7_0,288,162,450,1.7778
rIFC9Yy_0,13,1,14,13.0
4odD1wj_0,11,278,289,0.0396
hffwWsH_0,65,379,444,0.1715
FvO2l0O_0,15,105,120,0.1429
FvO2l0O_27,16,128,144,0.125
N6tMvn1_0,75,20,95,3.75
P161vAO_0,4,367,371,0.0109
3FVSkUb_0,62,206,268,0.301
MnlDCPi_0,22,355,377,0.062
MnlDCPi_7,29,333,362,0.0871
MnlDCPi_13,22,383,405,0.0574
BQ01yh2_0,11,348,359,0.0316
OP9k7dH_0,184,32,216,5.75
hyRZCcH_0,31,69,100,0.4493
hyRZCcH_13,3,344,347,0.0087
h7s4HyU_0,25,238,263,0.105
3QhRHdT_0,57,203,260,0.2808
DvlXt4d_0,16,590,606,0.0271
DvlXt4d_11,7,622,629,0.0113
DvlXt4d_29,26,125,151,0.208
DvlXt4d_43,9,733,742,0.0123
DvlXt4d_47,12,1035,1047,0.0116
DvlXt4d_51,10,612,622,0.0163
DvlXt4d_59,9,203,212,0.0443
DvlXt4d_69,7,220,227,0.0318
xFJkmgq_0,13,279,292,0.0466
V6Dx7R9_0,42,278,320,0.1511
3gZeV8w_0,23,39,62,0.5897
3gZeV8w_11,505,117,622,4.3162
3gZeV8w_24,764,134,898,5.7015
3gZeV8w_35,117,542,659,0.2159
3gZeV8w_39,11,786,797,0.014
3gZeV8w_47,92,406,498,0.2266
3gZeV8w_53,73,517,590,0.1412
3gZeV8w_59,29,518,547,0.056
3gZeV8w_68,52,177,229,0.2938
3gZeV8w_79,43,285,328,0.1509
3gZeV8w_90,109,386,495,0.2824
3gZeV8w_99,66,589,655,0.1121
3gZeV8w_107,56,279,335,0.2007
3gZeV8w_115,48,478,526,0.1004
3gZeV8w_123,83,306,389,0.2712
3gZeV8w_133,56,267,323,0.2097
3gZeV8w_141,59,355,414,0.1662
3gZeV8w_151,404,289,693,1.3979
sdg1Shu_0,9,238,247,0.0378
gcskgOy_0,38,172,210,0.2209
4IEDibb_0,23,379,402,0.0607
4IEDibb_11,7,443,450,0.0158
UCZbdC1_0,11,662,673,0.0166
Cn3dKPa_0,9,171,180,0.0526
D7VP5mF_0,34,614,648,0.0554
459CPO9_0,18,116,134,0.1552
P6fQv2S_0,15,221,236,0.0679
kyvhNY4_0,33,167,200,0.1976
64jEaRn_0,36,55,91,0.6545
64jEaRn_6,368,311,679,1.1833
y6WJ9AI_0,24,11,35,2.1818
VCDfE0A_0,25,220,245,0.1136
VCDfE0A_9,12,254,266,0.0472
VCDfE0A_17,5,608,613,0.0082
LGIB1uP_0,204,270,474,0.7556
LGIB1uP_6,255,119,374,2.1429
HSVIeq1_0,18,257,275,0.07
HSVIeq1_9,26,456,482,0.057
gYIbJSd_0,93,261,354,0.3563
m2T9X3o_0,332,486,818,0.6831
m2T9X3o_7,37,277,314,0.1336
m2T9X3o_15,40,661,701,0.0605
m2T9X3o_23,26,408,434,0.0637
pNT9XT1_0,284,377,661,0.7533
sBJZN21_0,11,58,69,0.1897
qXUBJzZ_0,34,75,109,0.4533
DI7Cl9u_0,16,338,354,0.0473
7qFUagj_0,102,54,156,1.8889
tOhAxUR_0,75,106,181,0.7075
Jz4jFgk_0,66,223,289,0.296
Jz4jFgk_13,12,713,725,0.0168
Jz4jFgk_25,11,207,218,0.0531
Es4X1xn_0,23,386,409,0.0596
irjzFSt_0,815,30,845,27.1667
irjzFSt_4,1803,782,2585,2.3056
irjzFSt_5,2,782,784,0.0026
irjzFSt_15,101,786,887,0.1285
irjzFSt_21,12,559,571,0.0215
irjzFSt_26,286,607,893,0.4712
irjzFSt_33,36,324,360,0.1111
sEJyiJb_0,14,109,123,0.1284
jnsmqn5_0,16,86,102,0.186
vboNC2U_0,155,87,242,1.7816
jOoT67F_0,29,690,719,0.042
AmKlQTo_0,409,134,543,3.0522
HjApLP9_0,47,127,174,0.3701
ImwWbVl_0,1144,405,1549,2.8247
DBAuKyX_0,7,219,226,0.032
8M5smJb_0,17,246,263,0.0691
JYZ77A7_0,8,67,75,0.1194
JYZ77A7_17,10,276,286,0.0362
E7Dw44d_0,137,305,442,0.4492
DCRoZFF_0,88,42,130,2.0952
EfsYWMF_0,47,335,382,0.1403
pF98FCk_0,49,274,323,0.1788
NYorEHm_0,33,393,426,0.084
NYorEHm_11,29,302,331,0.096
AOlktMk_0,116,488,604,0.2377
AOlktMk_9,14,564,578,0.0248
AOlktMk_17,15,468,483,0.0321
AOlktMk_23,32,428,460,0.0748
AOlktMk_33,41,343,384,0.1195
AOlktMk_41,11,259,270,0.0425
AOlktMk_51,12,400,412,0.03
AOlktMk_61,12,254,266,0.0472
TdiQw0s_0,14,93,107,0.1505
AjmGlRj_0,19,104,123,0.1827
fNmHAdl_0,531,62,593,8.5645
eng4o9X_0,26,376,402,0.0691
8YkZ6AZ_0,11,435,446,0.0253
I4rPXOq_0,82,95,177,0.8632
ELuWgVe_0,10,210,220,0.0476
z0RgiNO_0,92,32,124,2.875
VRgAeS9_0,487,103,590,4.7282
VkCnwuh_0,21,116,137,0.181
jV1bwwp_0,11,778,789,0.0141
HjLsVFK_0,69,408,477,0.1691
eI80kqU_0,21,115,136,0.1826
eI80kqU_19,19,339,358,0.056
WhTG043_0,81,91,172,0.8901
IsAYlgN_0,8,81,89,0.0988
VZlAMgC_0,27,399,426,0.0677
bk3Psad_0,123,488,611,0.252
7kzjfB2_0,38,364,402,0.1044
E9dtMGt_0,16,271,287,0.059
nM5FuJ4_0,12,318,330,0.0377
8jVz9Tu_0,13,119,132,0.1092
JwplmNR_0,11,72,83,0.1528
JwplmNR_4,3994,125,4119,31.952
JwplmNR_5,12,125,137,0.096
JwplmNR_16,3608,211,3819,17.0995
KJwV5p9_0,18,372,390,0.0484
bo5AgIs_0,21,291,312,0.0722
lqpJo4R_0,10,289,299,0.0346
1XQuUN6_0,8,305,313,0.0262
1XQuUN6_12,26,312,338,0.0833
1XQuUN6_27,13,325,338,0.04
1XQuUN6_39,14,226,240,0.0619
1XQuUN6_53,23,302,325,0.0762
MDWggeV_0,58,342,400,0.1696
MDWggeV_13,10,205,215,0.0488
JRQtEcd_0,74,371,445,0.1995
JRQtEcd_13,41,301,342,0.1362
JRQtEcd_25,6,340,346,0.0176
JRQtEcd_35,33,356,389,0.0927
JRQtEcd_45,20,260,280,0.0769
JRQtEcd_55,20,429,449,0.0466
JRQtEcd_63,20,226,246,0.0885
JRQtEcd_79,10,183,193,0.0546
JRQtEcd_95,7,286,293,0.0245
JRQtEcd_115,5,180,185,0.0278
JRQtEcd_135,12,200,212,0.06
JRQtEcd_151,18,156,174,0.1154
SBAzslV_0,120,881,1001,0.1362
1xy53JF_0,29,285,314,0.1018
v3RopNM_0,14,123,137,0.1138
ALQPfpw_0,19,197,216,0.0964
TWyJH9F_0,22,878,900,0.0251
ae5CKef_0,34,670,704,0.0507
ae5CKef_8,20,423,443,0.0473
T4pR9Ux_0,22,399,421,0.0551
Nlk1nK5_0,12,184,196,0.0652
Nlk1nK5_4,2723,307,3030,8.8697
Nlk1nK5_5,16,307,323,0.0521
Nlk1nK5_15,102,257,359,0.3969
Nlk1nK5_25,119,334,453,0.3563
HrO5zfh_0,1016,744,1760,1.3656
RKUqS6n_0,16,195,211,0.0821
OdauwHk_0,14,763,777,0.0183
l9s5dhP_0,14,485,499,0.0289
xGXaPUi_0,25,276,301,0.0906
uF2ERis_0,21,271,292,0.0775
uF2ERis_9,52,296,348,0.1757
uF2ERis_15,51,853,904,0.0598
UBTPTmn_0,733,368,1101,1.9918
UBTPTmn_5,17,360,377,0.0472
yzvfh7D_0,1184,213,1397,5.5587
yzvfh7D_7,433,208,641,2.0817
IdnIJWi_0,54,242,296,0.2231
KOhAKWY_0,6,308,314,0.0195
KOhAKWY_13,4,218,222,0.0183
CowhUm7_0,6,257,263,0.0233
CowhUm7_9,15,783,798,0.0192
5ZhHDui_0,300,227,527,1.3216
bA6P6oG_0,26,111,137,0.2342
mEuu2dY_0,75,669,744,0.1121
mEuu2dY_5,25,913,938,0.0274
CqfRQJK_0,22,378,400,0.0582
bVZHaNn_0,13,247,260,0.0526
MBhlQrS_0,56,291,347,0.1924
MBhlQrS_9,45,511,556,0.0881
MBhlQrS_15,37,557,594,0.0664
MBhlQrS_21,62,467,529,0.1328
snEUPGo_0,99,157,256,0.6306
IQl7ql6_0,93,48,141,1.9375
2uGvIjj_0,52,259,311,0.2008
KSSXWsV_0,21,41,62,0.5122
OIKaHZ7_0,331,294,625,1.1259
2V5AtQK_0,7,38,45,0.1842
DhtUHg2_0,82,347,429,0.2363
HkwmcUc_0,99,573,672,0.1728
gDCIJgI_0,361,345,706,1.0464
gDCIJgI_7,29,496,525,0.0585
gDCIJgI_15,26,299,325,0.087
QK7KObc_0,10,139,149,0.0719
nTTR2yo_0,479,786,1265,0.6094
nTTR2yo_5,19,679,698,0.028
nTTR2yo_9,22,589,611,0.0374
J2QBgqn_0,2,9,11,0.2222
lpYf1QX_0,10,374,384,0.0267
w7Fe3eM_0,29,142,171,0.2042
0D4yXSQ_0,4,20,24,0.2
qLA5iof_0,8,291,299,0.0275
dTMQcnb_0,17,25,42,0.68
dTMQcnb_15,46,550,596,0.0836
dTMQcnb_26,101,334,435,0.3024
dTMQcnb_33,40,823,863,0.0486
dTMQcnb_39,43,708,751,0.0607
dTMQcnb_45,25,251,276,0.0996
dTMQcnb_60,97,26,123,3.7308
dTMQcnb_71,51,674,725,0.0757
dTMQcnb_75,43,1019,1062,0.0422
dTMQcnb_77,52,1036,1088,0.0502
dTMQcnb_83,25,1011,1036,0.0247
dTMQcnb_86,910,32,942,28.4375
dTMQcnb_91,11,988,999,0.0111
dTMQcnb_99,14,408,422,0.0343
dTMQcnb_107,11,231,242,0.0476
dTMQcnb_115,68,254,322,0.2677
dTMQcnb_123,59,527,586,0.112
dTMQcnb_127,13,520,533,0.025
dTMQcnb_133,26,1012,1038,0.0257
dTMQcnb_137,49,1002,1051,0.0489
dTMQcnb_141,22,1010,1032,0.0218
dTMQcnb_145,8,1011,1019,0.0079
dTMQcnb_153,68,855,923,0.0795
dTMQcnb_157,12,610,622,0.0197
dTMQcnb_165,63,669,732,0.0942
dTMQcnb_175,26,628,654,0.0414
